shipment_id,order_id,shipped_date_sk,delivered_date_sk,carrier,status,lead_time_days,province_sk
9000004934,1000004934,20240828,20240830,Correo Argentino,SHIPPED,2.0,1
9000004935,1000004935,20240501,20240502,PICKUP,SHIPPED,1.0,1
9000004936,1000004936,20240116,20240117,PICKUP,DELIVERED,1.0,2
9000004937,1000004937,20241010,20241014,Correo Argentino,DELIVERED,4.0,2
9000004938,1000004938,20240423,20240424,PICKUP,DELIVERED,1.0,2
9000004939,1000004939,20250316,20250319,Correo Argentino,DELIVERED,3.0,1
9000004940,1000004940,20250817,20250821,Correo Argentino,DELIVERED,4.0,1
9000004941,1000004941,,,PICKUP,CANCELLED,,4
9000004942,1000004942,20240912,20240913,PICKUP,SHIPPED,1.0,1
9000004943,1000004943,20240621,20240625,Correo Argentino,DELIVERED,4.0,2
9000004944,1000004944,20250220,20250227,Correo Argentino,DELIVERED,7.0,3
9000004945,1000004945,20240310,20240311,PICKUP,DELIVERED,1.0,4
9000004946,1000004946,20250318,20250320,Correo Argentino,DELIVERED,2.0,2
9000004947,1000004947,,,Correo Argentino,CANCELLED,,4
9000004948,1000004948,20250623,20250624,PICKUP,DELIVERED,1.0,3
9000004949,1000004949,20240506,20240507,PICKUP,DELIVERED,1.0,1
9000004950,1000004950,20240621,20240622,PICKUP,DELIVERED,1.0,2
9000004951,1000004951,20250705,20250706,PICKUP,DELIVERED,1.0,3
9000004952,1000004952,20250414,20250418,Correo Argentino,DELIVERED,4.0,2
9000004953,1000004953,20240626,20240701,Correo Argentino,DELIVERED,5.0,1
9000004954,1000004954,20241026,20241028,Correo Argentino,DELIVERED,2.0,1
9000004955,1000004955,20250518,20250521,Correo Argentino,DELIVERED,3.0,1
9000004956,1000004956,,,Correo Argentino,CANCELLED,,3
9000004957,1000004957,20240217,20240220,Correo Argentino,DELIVERED,3.0,1
9000004958,1000004958,20250323,20250324,PICKUP,DELIVERED,1.0,2
9000004959,1000004959,20241204,20241209,Correo Argentino,READY,5.0,1
9000004960,1000004960,20240823,20240824,PICKUP,DELIVERED,1.0,3
9000004961,1000004961,20240115,20240120,Correo Argentino,SHIPPED,5.0,1
9000004962,1000004962,20240909,20240912,Correo Argentino,DELIVERED,3.0,2
9000004963,1000004963,20250514,20250515,PICKUP,DELIVERED,1.0,2
9000004964,1000004964,20250509,20250510,PICKUP,DELIVERED,1.0,3
9000004965,1000004965,,,Correo Argentino,CANCELLED,,3
9000004966,1000004966,20250125,20250201,Correo Argentino,DELIVERED,7.0,3
9000004967,1000004967,20241108,20241110,Correo Argentino,DELIVERED,2.0,2
9000004968,1000004968,20240430,20240501,PICKUP,READY,1.0,4
9000004969,1000004969,20250330,20250331,PICKUP,DELIVERED,1.0,4
9000004970,1000004970,20250729,20250802,Correo Argentino,READY,4.0,4
9000004971,1000004971,20241023,20241028,Correo Argentino,DELIVERED,5.0,1
9000004972,1000004972,20250507,20250508,PICKUP,DELIVERED,1.0,1
9000004973,1000004973,20250301,20250306,Correo Argentino,DELIVERED,5.0,2
9000004974,1000004974,20250728,20250729,PICKUP,DELIVERED,1.0,2
9000004975,1000004975,20250404,20250408,Correo Argentino,DELIVERED,4.0,1
9000004976,1000004976,20250923,20250925,Correo Argentino,SHIPPED,2.0,4
9000004977,1000004977,20240920,20240925,Correo Argentino,DELIVERED,5.0,1
9000004978,1000004978,20241021,20241022,PICKUP,DELIVERED,1.0,4
9000004979,1000004979,20250523,20250524,PICKUP,SHIPPED,1.0,3
9000004980,1000004980,20240215,20240219,Correo Argentino,DELIVERED,4.0,1
9000004981,1000004981,20250323,20250327,Correo Argentino,DELIVERED,4.0,1
9000004982,1000004982,20240215,20240216,PICKUP,DELIVERED,1.0,1
9000004983,1000004983,20250730,20250731,PICKUP,READY,1.0,3
9000004984,1000004984,20241202,20241206,Correo Argentino,SHIPPED,4.0,1
9000004985,1000004985,20240527,20240531,Correo Argentino,DELIVERED,4.0,4
9000004986,1000004986,20240717,20240719,Correo Argentino,DELIVERED,2.0,1
9000004987,1000004987,20240215,20240219,Correo Argentino,DELIVERED,4.0,2
9000004988,1000004988,20241108,20241111,Correo Argentino,DELIVERED,3.0,1
9000004989,1000004989,,,Correo Argentino,CANCELLED,,3
9000004990,1000004990,20250418,20250419,PICKUP,DELIVERED,1.0,4
9000004991,1000004991,20240601,20240602,PICKUP,DELIVERED,1.0,2
9000004992,1000004992,20240730,20240731,PICKUP,READY,1.0,1
9000004993,1000004993,20240423,20240424,PICKUP,DELIVERED,1.0,3
9000004994,1000004994,20250518,20250522,Correo Argentino,DELIVERED,4.0,4
9000004995,1000004995,20241018,20241020,Correo Argentino,DELIVERED,2.0,2
9000004996,1000004996,20250704,20250705,PICKUP,DELIVERED,1.0,3
9000004997,1000004997,20250610,20250613,Correo Argentino,DELIVERED,3.0,4
9000004998,1000004998,20240512,20240514,Correo Argentino,DELIVERED,2.0,1
9000004999,1000004999,20241023,20241024,PICKUP,DELIVERED,1.0,3
9000005000,1000005000,20240728,20240801,Correo Argentino,DELIVERED,4.0,4
9000005001,1000005001,20250718,20250720,Correo Argentino,DELIVERED,2.0,1
9000005002,1000005002,20240305,20240307,Correo Argentino,READY,2.0,2
9000005003,1000005003,20250205,20250209,Correo Argentino,DELIVERED,4.0,1
9000005004,1000005004,20250722,20250724,Correo Argentino,DELIVERED,2.0,2
9000005005,1000005005,20240112,20240117,Correo Argentino,DELIVERED,5.0,4
9000005006,1000005006,20240314,20240317,Correo Argentino,DELIVERED,3.0,2
9000005007,1000005007,20250117,20250118,PICKUP,DELIVERED,1.0,4
9000005008,1000005008,20240725,20240730,Correo Argentino,DELIVERED,5.0,1
9000005009,1000005009,20250208,20250212,Correo Argentino,DELIVERED,4.0,4
9000005010,1000005010,20241230,20250104,Correo Argentino,DELIVERED,5.0,1
9000005011,1000005011,20240505,20240506,PICKUP,SHIPPED,1.0,3
9000005012,1000005012,20240926,20240930,Correo Argentino,DELIVERED,4.0,1
9000005013,1000005013,20240916,20240917,PICKUP,DELIVERED,1.0,3
9000005014,1000005014,20250209,20250210,PICKUP,DELIVERED,1.0,3
9000005015,1000005015,20241222,20241226,Correo Argentino,DELIVERED,4.0,1
9000005016,1000005016,20250211,20250215,Correo Argentino,SHIPPED,4.0,1
9000005017,1000005017,20250205,20250208,Correo Argentino,DELIVERED,3.0,1
9000005018,1000005018,20240926,20240927,PICKUP,DELIVERED,1.0,1
9000005019,1000005019,,,Correo Argentino,CANCELLED,,1
9000005020,1000005020,20241222,20241224,Correo Argentino,SHIPPED,2.0,2
9000005021,1000005021,20241225,20241230,Correo Argentino,DELIVERED,5.0,4
9000005022,1000005022,20250407,20250409,Correo Argentino,DELIVERED,2.0,1
9000005023,1000005023,20240202,20240205,Correo Argentino,DELIVERED,3.0,2
9000005024,1000005024,,,Correo Argentino,CANCELLED,,3
9000005025,1000005025,20241019,20241020,PICKUP,DELIVERED,1.0,2
9000005026,1000005026,20240611,20240612,PICKUP,DELIVERED,1.0,4
9000005027,1000005027,20250910,20250913,Correo Argentino,DELIVERED,3.0,2
9000005028,1000005028,20250315,20250321,Correo Argentino,DELIVERED,6.0,3
9000005029,1000005029,20240725,20240726,PICKUP,DELIVERED,1.0,2
9000005030,1000005030,,,PICKUP,CANCELLED,,1
9000005031,1000005031,20240624,20240627,Correo Argentino,DELIVERED,3.0,2
9000005032,1000005032,20250831,20250905,Correo Argentino,DELIVERED,5.0,2
9000005033,1000005033,20240813,20240817,Correo Argentino,DELIVERED,4.0,1
9000005034,1000005034,20250612,20250619,Correo Argentino,DELIVERED,7.0,3
9000005035,1000005035,20241123,20241124,PICKUP,DELIVERED,1.0,4
9000005036,1000005036,20250124,20250128,Correo Argentino,DELIVERED,4.0,1
9000005037,1000005037,20240109,20240110,PICKUP,DELIVERED,1.0,3
9000005038,1000005038,20241018,20241019,PICKUP,DELIVERED,1.0,2
9000005039,1000005039,20250417,20250419,Correo Argentino,DELIVERED,2.0,1
9000005040,1000005040,20240820,20240823,Correo Argentino,DELIVERED,3.0,1
9000005041,1000005041,20250808,20250809,PICKUP,DELIVERED,1.0,4
9000005042,1000005042,20240423,20240425,Correo Argentino,DELIVERED,2.0,1
9000005043,1000005043,20240306,20240311,Correo Argentino,DELIVERED,5.0,1
9000005044,1000005044,20240906,20240907,PICKUP,DELIVERED,1.0,2
9000005045,1000005045,20240613,20240617,Correo Argentino,SHIPPED,4.0,1
9000005046,1000005046,20240716,20240717,PICKUP,DELIVERED,1.0,1
9000005047,1000005047,20241223,20241224,PICKUP,DELIVERED,1.0,4
9000005048,1000005048,,,PICKUP,CANCELLED,,4
9000005049,1000005049,20240629,20240701,Correo Argentino,DELIVERED,2.0,1
9000005050,1000005050,20241211,20241212,PICKUP,DELIVERED,1.0,2
9000005051,1000005051,20250920,20250921,PICKUP,DELIVERED,1.0,4
9000005052,1000005052,20250617,20250620,Correo Argentino,SHIPPED,3.0,1
9000005053,1000005053,20240922,20240924,Correo Argentino,SHIPPED,2.0,1
9000005054,1000005054,20250126,20250130,Correo Argentino,DELIVERED,4.0,2
9000005055,1000005055,20250414,20250417,Correo Argentino,DELIVERED,3.0,4
9000005056,1000005056,20240306,20240309,Correo Argentino,DELIVERED,3.0,4
9000005057,1000005057,20241011,20241012,PICKUP,SHIPPED,1.0,3
9000005058,1000005058,20240428,20240502,Correo Argentino,DELIVERED,4.0,1
9000005059,1000005059,20250802,20250807,Correo Argentino,SHIPPED,5.0,2
9000005060,1000005060,,,PICKUP,CANCELLED,,4
9000005061,1000005061,20240218,20240219,PICKUP,DELIVERED,1.0,2
9000005062,1000005062,20250410,20250411,PICKUP,SHIPPED,1.0,4
9000005063,1000005063,20240616,20240617,PICKUP,DELIVERED,1.0,2
9000005064,1000005064,20250501,20250504,Correo Argentino,DELIVERED,3.0,1
9000005065,1000005065,20250304,20250305,PICKUP,DELIVERED,1.0,4
9000005066,1000005066,20250703,20250704,PICKUP,DELIVERED,1.0,4
9000005067,1000005067,,,PICKUP,CANCELLED,,1
9000005068,1000005068,20250309,20250314,Correo Argentino,DELIVERED,5.0,1
9000005069,1000005069,20250607,20250609,Correo Argentino,DELIVERED,2.0,1
9000005070,1000005070,,,PICKUP,CANCELLED,,2
9000005071,1000005071,20250511,20250515,Correo Argentino,DELIVERED,4.0,1
9000005072,1000005072,20250819,20250826,Correo Argentino,SHIPPED,7.0,3
9000005073,1000005073,20240610,20240615,Correo Argentino,DELIVERED,5.0,2
9000005074,1000005074,,,Correo Argentino,CANCELLED,,1
9000005075,1000005075,20250827,20250831,Correo Argentino,SHIPPED,4.0,3
9000005076,1000005076,20241126,20241127,PICKUP,DELIVERED,1.0,2
9000005077,1000005077,20240318,20240320,Correo Argentino,DELIVERED,2.0,1
9000005078,1000005078,20240615,20240616,PICKUP,DELIVERED,1.0,1
9000005079,1000005079,20250421,20250423,Correo Argentino,DELIVERED,2.0,2
9000005080,1000005080,,,Correo Argentino,CANCELLED,,1
9000005081,1000005081,20240722,20240726,Correo Argentino,DELIVERED,4.0,1
9000005082,1000005082,20240829,20240903,Correo Argentino,SHIPPED,5.0,1
9000005083,1000005083,20240527,20240528,PICKUP,DELIVERED,1.0,1
9000005084,1000005084,20250521,20250524,Correo Argentino,DELIVERED,3.0,4
9000005085,1000005085,20240206,20240207,PICKUP,SHIPPED,1.0,2
9000005086,1000005086,20240512,20240513,PICKUP,DELIVERED,1.0,2
9000005087,1000005087,20240125,20240126,PICKUP,DELIVERED,1.0,4
9000005088,1000005088,20240214,20240217,Correo Argentino,DELIVERED,3.0,1
9000005089,1000005089,20250217,20250218,PICKUP,SHIPPED,1.0,1
9000005090,1000005090,20240218,20240219,PICKUP,SHIPPED,1.0,1
9000005091,1000005091,20250220,20250221,PICKUP,DELIVERED,1.0,2
9000005092,1000005092,20250203,20250204,PICKUP,SHIPPED,1.0,1
9000005093,1000005093,20250923,20250927,Correo Argentino,DELIVERED,4.0,1
9000005094,1000005094,20250817,20250821,Correo Argentino,DELIVERED,4.0,1
9000005095,1000005095,20250630,20250703,Correo Argentino,DELIVERED,3.0,4
9000005096,1000005096,20241127,20241128,PICKUP,DELIVERED,1.0,4
9000005097,1000005097,20240207,20240208,PICKUP,DELIVERED,1.0,2
9000005098,1000005098,20250711,20250718,Correo Argentino,DELIVERED,7.0,3
9000005099,1000005099,20250120,20250124,Correo Argentino,DELIVERED,4.0,1
9000005100,1000005100,20241108,20241112,Correo Argentino,DELIVERED,4.0,1
9000005101,1000005101,20250515,20250519,Correo Argentino,DELIVERED,4.0,1
9000005102,1000005102,20240501,20240502,PICKUP,DELIVERED,1.0,4
9000005103,1000005103,20250111,20250112,PICKUP,SHIPPED,1.0,1
9000005104,1000005104,20250825,20250826,PICKUP,DELIVERED,1.0,3
9000005105,1000005105,20240928,20240929,PICKUP,DELIVERED,1.0,1
9000005106,1000005106,20250704,20250705,PICKUP,SHIPPED,1.0,2
9000005107,1000005107,20240109,20240110,PICKUP,DELIVERED,1.0,3
9000005108,1000005108,20250420,20250421,PICKUP,DELIVERED,1.0,3
9000005109,1000005109,20241016,20241018,Correo Argentino,SHIPPED,2.0,1
9000005110,1000005110,20241107,20241110,Correo Argentino,DELIVERED,3.0,1
9000005111,1000005111,20240421,20240426,Correo Argentino,DELIVERED,5.0,1
9000005112,1000005112,20250217,20250219,Correo Argentino,SHIPPED,2.0,1
9000005113,1000005113,20240905,20240908,Correo Argentino,DELIVERED,3.0,1
9000005114,1000005114,20241003,20241004,PICKUP,DELIVERED,1.0,4
9000005115,1000005115,20240415,20240416,PICKUP,DELIVERED,1.0,4
9000005116,1000005116,20250313,20250316,Correo Argentino,DELIVERED,3.0,1
9000005117,1000005117,20241217,20241218,PICKUP,DELIVERED,1.0,3
9000005118,1000005118,20250105,20250106,PICKUP,SHIPPED,1.0,3
9000005119,1000005119,20240103,20240106,Correo Argentino,DELIVERED,3.0,4
9000005120,1000005120,20240105,20240109,Correo Argentino,DELIVERED,4.0,4
9000005121,1000005121,,,Correo Argentino,CANCELLED,,1
9000005122,1000005122,20250203,20250204,PICKUP,DELIVERED,1.0,3
9000005123,1000005123,20250622,20250623,PICKUP,DELIVERED,1.0,3
9000005124,1000005124,20250513,20250518,Correo Argentino,DELIVERED,5.0,4
9000005125,1000005125,20250809,20250812,Correo Argentino,DELIVERED,3.0,1
9000005126,1000005126,20250214,20250219,Correo Argentino,DELIVERED,5.0,4
9000005127,1000005127,20240320,20240321,PICKUP,SHIPPED,1.0,2
9000005128,1000005128,20241011,20241012,PICKUP,DELIVERED,1.0,4
9000005129,1000005129,20241207,20241210,Correo Argentino,DELIVERED,3.0,4
9000005130,1000005130,20240724,20240725,PICKUP,DELIVERED,1.0,1
9000005131,1000005131,20240211,20240215,Correo Argentino,DELIVERED,4.0,1
9000005132,1000005132,20241026,20241027,PICKUP,DELIVERED,1.0,3
9000005133,1000005133,20250213,20250217,Correo Argentino,DELIVERED,4.0,2
9000005134,1000005134,20240302,20240307,Correo Argentino,SHIPPED,5.0,2
9000005135,1000005135,20250617,20250619,Correo Argentino,SHIPPED,2.0,1
9000005136,1000005136,20240815,20240816,PICKUP,DELIVERED,1.0,1
9000005137,1000005137,20241113,20241118,Correo Argentino,DELIVERED,5.0,3
9000005138,1000005138,,,Correo Argentino,CANCELLED,,1
9000005139,1000005139,20250328,20250329,PICKUP,DELIVERED,1.0,4
9000005140,1000005140,20241122,20241129,Correo Argentino,DELIVERED,7.0,3
9000005141,1000005141,20250101,20250102,PICKUP,DELIVERED,1.0,2
9000005142,1000005142,20240110,20240113,Correo Argentino,DELIVERED,3.0,2
9000005143,1000005143,20250128,20250203,Correo Argentino,DELIVERED,6.0,3
9000005144,1000005144,20241009,20241010,PICKUP,DELIVERED,1.0,4
9000005145,1000005145,20240826,20240827,PICKUP,DELIVERED,1.0,3
9000005146,1000005146,20250301,20250302,PICKUP,DELIVERED,1.0,4
9000005147,1000005147,,,PICKUP,CANCELLED,,2
9000005148,1000005148,20250530,20250603,Correo Argentino,DELIVERED,4.0,4
9000005149,1000005149,20240412,20240419,Correo Argentino,SHIPPED,7.0,3
9000005150,1000005150,20250610,20250613,Correo Argentino,DELIVERED,3.0,1
9000005151,1000005151,20240209,20240210,PICKUP,DELIVERED,1.0,1
9000005152,1000005152,20240318,20240321,Correo Argentino,SHIPPED,3.0,1
9000005153,1000005153,20240323,20240325,Correo Argentino,DELIVERED,2.0,1
9000005154,1000005154,20240319,20240321,Correo Argentino,SHIPPED,2.0,2
9000005155,1000005155,20240328,20240329,PICKUP,DELIVERED,1.0,3
9000005156,1000005156,20250313,20250315,Correo Argentino,SHIPPED,2.0,1
9000005157,1000005157,20250426,20250427,PICKUP,DELIVERED,1.0,2
9000005158,1000005158,20241202,20241203,PICKUP,SHIPPED,1.0,1
9000005159,1000005159,20250802,20250806,Correo Argentino,DELIVERED,4.0,2
9000005160,1000005160,20240727,20240802,Correo Argentino,DELIVERED,6.0,3
9000005161,1000005161,20241015,20241022,Correo Argentino,DELIVERED,7.0,3
9000005162,1000005162,20250503,20250508,Correo Argentino,DELIVERED,5.0,1
9000005163,1000005163,20250710,20250712,Correo Argentino,DELIVERED,2.0,1
9000005164,1000005164,20240616,20240619,Correo Argentino,DELIVERED,3.0,1
9000005165,1000005165,20241202,20241205,Correo Argentino,SHIPPED,3.0,1
9000005166,1000005166,20240825,20240826,PICKUP,DELIVERED,1.0,1
9000005167,1000005167,20241217,20241218,PICKUP,DELIVERED,1.0,4
9000005168,1000005168,20250104,20250109,Correo Argentino,SHIPPED,5.0,1
9000005169,1000005169,20241109,20241110,PICKUP,SHIPPED,1.0,4
9000005170,1000005170,20250627,20250628,PICKUP,DELIVERED,1.0,2
9000005171,1000005171,20241031,20241101,PICKUP,DELIVERED,1.0,3
9000005172,1000005172,20250506,20250509,Correo Argentino,SHIPPED,3.0,4
9000005173,1000005173,20240213,20240215,Correo Argentino,DELIVERED,2.0,2
9000005174,1000005174,20240312,20240313,PICKUP,SHIPPED,1.0,3
9000005175,1000005175,20240524,20240525,PICKUP,SHIPPED,1.0,2
9000005176,1000005176,20250413,20250414,PICKUP,DELIVERED,1.0,3
9000005177,1000005177,20250406,20250407,PICKUP,DELIVERED,1.0,2
9000005178,1000005178,20240206,20240207,PICKUP,DELIVERED,1.0,4
9000005179,1000005179,20250423,20250425,Correo Argentino,DELIVERED,2.0,1
9000005180,1000005180,20240404,20240407,Correo Argentino,DELIVERED,3.0,1
9000005181,1000005181,20240723,20240728,Correo Argentino,DELIVERED,5.0,1
9000005182,1000005182,20240724,20240727,Correo Argentino,DELIVERED,3.0,1
9000005183,1000005183,,,Correo Argentino,CANCELLED,,3
9000005184,1000005184,20240417,20240418,PICKUP,DELIVERED,1.0,4
9000005185,1000005185,20240815,20240816,PICKUP,DELIVERED,1.0,4
9000005186,1000005186,20240217,20240219,Correo Argentino,DELIVERED,2.0,4
9000005187,1000005187,20241028,20241029,PICKUP,DELIVERED,1.0,1
9000005188,1000005188,,,Correo Argentino,CANCELLED,,2
9000005189,1000005189,20250120,20250122,Correo Argentino,DELIVERED,2.0,1
9000005190,1000005190,20250525,20250526,PICKUP,DELIVERED,1.0,2
9000005191,1000005191,20250830,20250831,PICKUP,DELIVERED,1.0,4
9000005192,1000005192,20250110,20250114,Correo Argentino,DELIVERED,4.0,3
9000005193,1000005193,20240306,20240307,PICKUP,SHIPPED,1.0,2
9000005194,1000005194,20240828,20240829,PICKUP,DELIVERED,1.0,3
9000005195,1000005195,20241031,20241103,Correo Argentino,DELIVERED,3.0,2
9000005196,1000005196,20250703,20250704,PICKUP,DELIVERED,1.0,1
9000005197,1000005197,20250310,20250311,PICKUP,DELIVERED,1.0,4
9000005198,1000005198,20250616,20250617,PICKUP,SHIPPED,1.0,3
9000005199,1000005199,20250128,20250129,PICKUP,DELIVERED,1.0,1
9000005200,1000005200,20240208,20240209,PICKUP,DELIVERED,1.0,2
9000005201,1000005201,,,Correo Argentino,CANCELLED,,3
9000005202,1000005202,20240826,20240827,PICKUP,SHIPPED,1.0,2
9000005203,1000005203,20250928,20250930,Correo Argentino,DELIVERED,2.0,1
9000005204,1000005204,20240314,20240315,PICKUP,DELIVERED,1.0,2
9000005205,1000005205,20240920,20240921,PICKUP,SHIPPED,1.0,4
9000005206,1000005206,20250812,20250814,Correo Argentino,DELIVERED,2.0,1
9000005207,1000005207,20240928,20241002,Correo Argentino,DELIVERED,4.0,1
9000005208,1000005208,20241021,20241022,PICKUP,DELIVERED,1.0,1
9000005209,1000005209,20240520,20240523,Correo Argentino,DELIVERED,3.0,2
9000005210,1000005210,20250615,20250618,Correo Argentino,DELIVERED,3.0,2
9000005211,1000005211,20250523,20250524,PICKUP,DELIVERED,1.0,2
9000005212,1000005212,20240915,20240916,PICKUP,DELIVERED,1.0,3
9000005213,1000005213,20240603,20240604,PICKUP,DELIVERED,1.0,1
9000005214,1000005214,20240831,20240901,PICKUP,DELIVERED,1.0,1
9000005215,1000005215,20240229,20240304,Correo Argentino,DELIVERED,4.0,1
9000005216,1000005216,20240625,20240630,Correo Argentino,DELIVERED,5.0,2
9000005217,1000005217,20250803,20250807,Correo Argentino,DELIVERED,4.0,2
9000005218,1000005218,20240706,20240707,PICKUP,SHIPPED,1.0,4
9000005219,1000005219,20250822,20250826,Correo Argentino,SHIPPED,4.0,2
9000005220,1000005220,20240322,20240326,Correo Argentino,DELIVERED,4.0,4
9000005221,1000005221,20240618,20240619,PICKUP,SHIPPED,1.0,2
9000005222,1000005222,20241009,20241012,Correo Argentino,DELIVERED,3.0,1
9000005223,1000005223,20240915,20240917,Correo Argentino,SHIPPED,2.0,1
9000005224,1000005224,20240704,20240707,Correo Argentino,DELIVERED,3.0,1
9000005225,1000005225,,,Correo Argentino,CANCELLED,,1
9000005226,1000005226,20250816,20250818,Correo Argentino,DELIVERED,2.0,1
9000005227,1000005227,,,PICKUP,CANCELLED,,2
9000005228,1000005228,20250617,20250618,PICKUP,DELIVERED,1.0,2
9000005229,1000005229,20240503,20240507,Correo Argentino,DELIVERED,4.0,1
9000005230,1000005230,20250908,20250912,Correo Argentino,DELIVERED,4.0,2
9000005231,1000005231,20250224,20250225,PICKUP,DELIVERED,1.0,4
9000005232,1000005232,20250408,20250412,Correo Argentino,DELIVERED,4.0,4
9000005233,1000005233,20250511,20250516,Correo Argentino,SHIPPED,5.0,2
9000005234,1000005234,20250823,20250828,Correo Argentino,DELIVERED,5.0,2
9000005235,1000005235,20250916,20250917,PICKUP,SHIPPED,1.0,2
9000005236,1000005236,20250419,20250421,Correo Argentino,SHIPPED,2.0,1
9000005237,1000005237,20250520,20250521,PICKUP,DELIVERED,1.0,3
9000005238,1000005238,20250527,20250531,Correo Argentino,DELIVERED,4.0,1
9000005239,1000005239,20241101,20241106,Correo Argentino,DELIVERED,5.0,2
9000005240,1000005240,20240218,20240221,Correo Argentino,DELIVERED,3.0,4
9000005241,1000005241,20250815,20250816,PICKUP,DELIVERED,1.0,1
9000005242,1000005242,20240312,20240315,Correo Argentino,DELIVERED,3.0,2
9000005243,1000005243,20250118,20250123,Correo Argentino,DELIVERED,5.0,3
9000005244,1000005244,,,Correo Argentino,CANCELLED,,1
9000005245,1000005245,20250825,20250826,PICKUP,DELIVERED,1.0,2
9000005246,1000005246,20240303,20240305,Correo Argentino,SHIPPED,2.0,1
9000005247,1000005247,20250809,20250810,PICKUP,SHIPPED,1.0,3
9000005248,1000005248,20250508,20250512,Correo Argentino,DELIVERED,4.0,1
9000005249,1000005249,,,Correo Argentino,CANCELLED,,2
9000005250,1000005250,20250613,20250614,PICKUP,DELIVERED,1.0,4
9000005251,1000005251,,,PICKUP,CANCELLED,,1
9000005252,1000005252,20250819,20250820,PICKUP,DELIVERED,1.0,3
9000005253,1000005253,20241112,20241113,PICKUP,DELIVERED,1.0,4
9000005254,1000005254,20240930,20241005,Correo Argentino,DELIVERED,5.0,1
9000005255,1000005255,20250401,20250403,Correo Argentino,DELIVERED,2.0,2
9000005256,1000005256,20250324,20250329,Correo Argentino,DELIVERED,5.0,1
9000005257,1000005257,20240824,20240825,PICKUP,DELIVERED,1.0,4
9000005258,1000005258,20250806,20250807,PICKUP,DELIVERED,1.0,2
9000005259,1000005259,20240425,20240426,PICKUP,DELIVERED,1.0,4
9000005260,1000005260,20240509,20240510,PICKUP,DELIVERED,1.0,4
9000005261,1000005261,20250909,20250913,Correo Argentino,DELIVERED,4.0,2
9000005262,1000005262,,,Correo Argentino,CANCELLED,,4
9000005263,1000005263,20240612,20240616,Correo Argentino,READY,4.0,2
9000005264,1000005264,20250929,20250930,PICKUP,DELIVERED,1.0,2
9000005265,1000005265,20250807,20250812,Correo Argentino,DELIVERED,5.0,1
9000005266,1000005266,20240512,20240515,Correo Argentino,DELIVERED,3.0,4
9000005267,1000005267,20240705,20240706,PICKUP,SHIPPED,1.0,2
9000005268,1000005268,20250305,20250306,PICKUP,SHIPPED,1.0,2
9000005269,1000005269,20240716,20240719,Correo Argentino,DELIVERED,3.0,1
9000005270,1000005270,20240123,20240124,PICKUP,SHIPPED,1.0,4
9000005271,1000005271,20240311,20240315,Correo Argentino,DELIVERED,4.0,4
9000005272,1000005272,20250209,20250211,Correo Argentino,DELIVERED,2.0,4
9000005273,1000005273,20241207,20241208,PICKUP,DELIVERED,1.0,3
9000005274,1000005274,20241004,20241005,PICKUP,DELIVERED,1.0,4
9000005275,1000005275,20240628,20240702,Correo Argentino,SHIPPED,4.0,2
9000005276,1000005276,20240807,20240808,PICKUP,DELIVERED,1.0,3
9000005277,1000005277,,,Correo Argentino,CANCELLED,,1
9000005278,1000005278,20250114,20250115,PICKUP,DELIVERED,1.0,3
9000005279,1000005279,20240704,20240705,PICKUP,SHIPPED,1.0,4
9000005280,1000005280,,,Correo Argentino,CANCELLED,,4
9000005281,1000005281,20250816,20250821,Correo Argentino,DELIVERED,5.0,1
9000005282,1000005282,20240429,20240506,Correo Argentino,SHIPPED,7.0,3
9000005283,1000005283,20240121,20240122,PICKUP,DELIVERED,1.0,1
9000005284,1000005284,20250221,20250222,PICKUP,DELIVERED,1.0,1
9000005285,1000005285,20250411,20250413,Correo Argentino,DELIVERED,2.0,1
9000005286,1000005286,20250429,20250506,Correo Argentino,SHIPPED,7.0,3
9000005287,1000005287,20240916,20240918,Correo Argentino,DELIVERED,2.0,4
9000005288,1000005288,20241222,20241228,Correo Argentino,DELIVERED,6.0,3
9000005289,1000005289,20240717,20240719,Correo Argentino,DELIVERED,2.0,1
9000005290,1000005290,20240629,20240703,Correo Argentino,DELIVERED,4.0,1
9000005291,1000005291,20250813,20250817,Correo Argentino,DELIVERED,4.0,2
9000005292,1000005292,20240826,20240830,Correo Argentino,DELIVERED,4.0,1
9000005293,1000005293,20240515,20240516,PICKUP,SHIPPED,1.0,1
9000005294,1000005294,20240511,20240515,Correo Argentino,DELIVERED,4.0,1
9000005295,1000005295,20250108,20250112,Correo Argentino,DELIVERED,4.0,3
9000005296,1000005296,20240419,20240421,Correo Argentino,DELIVERED,2.0,1
9000005297,1000005297,20240606,20240608,Correo Argentino,DELIVERED,2.0,1
9000005298,1000005298,20240207,20240208,PICKUP,SHIPPED,1.0,2
9000005299,1000005299,20250504,20250507,Correo Argentino,DELIVERED,3.0,1
9000005300,1000005300,20250926,20250930,Correo Argentino,DELIVERED,4.0,1
9000005301,1000005301,20240320,20240325,Correo Argentino,DELIVERED,5.0,1
9000005302,1000005302,20250321,20250323,Correo Argentino,DELIVERED,2.0,4
9000005303,1000005303,20240401,20240402,PICKUP,DELIVERED,1.0,1
9000005304,1000005304,20250406,20250410,Correo Argentino,DELIVERED,4.0,2
9000005305,1000005305,20240712,20240715,Correo Argentino,DELIVERED,3.0,4
9000005306,1000005306,,,Correo Argentino,CANCELLED,,1
